,date,region,measures,unit,index_value,joinYear,joinMonth,joinProvince
2528,1996-02,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.0,1996,02,Canada
2529,1996-02,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0,1996,02,Canada
2530,1996-03,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",90.5,1996,03,Canada
2531,1996-03,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",90.4,1996,03,Canada
2532,1996-03,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.4,1996,03,Canada
2533,1996-03,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",89.2,1996,03,Canada
2534,1996-03,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",89.1,1996,03,Canada
2535,1996-03,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",106.4,1996,03,Canada
2536,1996-03,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",106.9,1996,03,Canada
2537,1996-03,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",106.4,1996,03,Canada
2538,1996-03,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",106.8,1996,03,Canada
2539,1996-03,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",132.3,1996,03,Canada
2540,1996-03,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",129.7,1996,03,Canada
2541,1996-03,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",133.0,1996,03,Canada
2542,1996-03,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",129.4,1996,03,Canada
2543,1996-03,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",132.7,1996,03,Canada
2544,1996-03,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.0,1996,03,Canada
2545,1996-03,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0,1996,03,Canada
2546,1996-03,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.0,1996,03,Canada
2547,1996-03,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0,1996,03,Canada
2548,1996-04,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",90.6,1996,04,Canada
2549,1996-04,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",90.6,1996,04,Canada
2550,1996-04,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.3,1996,04,Canada
2551,1996-04,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",89.4,1996,04,Canada
2552,1996-04,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",89.3,1996,04,Canada
2553,1996-04,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",106.7,1996,04,Canada
2554,1996-04,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",107.0,1996,04,Canada
2555,1996-04,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",106.7,1996,04,Canada
2556,1996-04,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",107.0,1996,04,Canada
2557,1996-04,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",132.4,1996,04,Canada
2558,1996-04,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",130.1,1996,04,Canada
2559,1996-04,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",133.1,1996,04,Canada
2560,1996-04,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",129.9,1996,04,Canada
2561,1996-04,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",132.8,1996,04,Canada
2562,1996-04,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.0,1996,04,Canada
2563,1996-04,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0,1996,04,Canada
2564,1996-04,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.0,1996,04,Canada
2565,1996-04,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0,1996,04,Canada
2566,1996-05,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",90.8,1996,05,Canada
2567,1996-05,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",90.8,1996,05,Canada
2568,1996-05,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.4,1996,05,Canada
2569,1996-05,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",89.7,1996,05,Canada
2570,1996-05,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",89.5,1996,05,Canada
2571,1996-05,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",107.0,1996,05,Canada
2572,1996-05,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",107.2,1996,05,Canada
2573,1996-05,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",106.9,1996,05,Canada
2574,1996-05,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",107.2,1996,05,Canada
2575,1996-05,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",132.6,1996,05,Canada
2576,1996-05,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",130.5,1996,05,Canada
2577,1996-05,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",133.3,1996,05,Canada
2578,1996-05,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",130.2,1996,05,Canada
2579,1996-05,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",133.1,1996,05,Canada
2580,1996-05,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.0,1996,05,Canada
2581,1996-05,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0,1996,05,Canada
2582,1996-05,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.0,1996,05,Canada
2583,1996-05,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0,1996,05,Canada
2584,1996-06,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",90.6,1996,06,Canada
2585,1996-06,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",90.8,1996,06,Canada
2586,1996-06,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.4,1996,06,Canada
2587,1996-06,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",89.7,1996,06,Canada
2588,1996-06,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",89.5,1996,06,Canada
2589,1996-06,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",107.0,1996,06,Canada
2590,1996-06,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",107.0,1996,06,Canada
2591,1996-06,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",106.9,1996,06,Canada
2592,1996-06,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",107.2,1996,06,Canada
2593,1996-06,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",132.6,1996,06,Canada
2594,1996-06,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",130.4,1996,06,Canada
2595,1996-06,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",133.1,1996,06,Canada
2596,1996-06,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",130.1,1996,06,Canada
2597,1996-06,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",133.1,1996,06,Canada
2598,1996-06,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.0,1996,06,Canada
2599,1996-06,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0,1996,06,Canada
2600,1996-06,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.0,1996,06,Canada
2601,1996-06,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0,1996,06,Canada
2602,1996-07,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",91.0,1996,07,Canada
2603,1996-07,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",90.9,1996,07,Canada
2604,1996-07,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.3,1996,07,Canada
2605,1996-07,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",89.7,1996,07,Canada
2606,1996-07,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",89.5,1996,07,Canada
2607,1996-07,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",107.0,1996,07,Canada
2608,1996-07,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",107.5,1996,07,Canada
2609,1996-07,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",106.9,1996,07,Canada
2610,1996-07,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",107.4,1996,07,Canada
2611,1996-07,Canada,Consumer Price Index (CPI) excluding 8 of the most volatile components and indirect taxes (CPIX),"Index, 1986=100",132.9,1996,07,Canada
2612,1996-07,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1986=100",130.4,1996,07,Canada
2613,1996-07,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1986=100",133.7,1996,07,Canada
2614,1996-07,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1986=100",130.0,1996,07,Canada
2615,1996-07,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1986=100",133.4,1996,07,Canada
2616,1996-07,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI),Percent,0.0,1996,07,Canada
2617,1996-07,Canada,Contribution of indirect taxes to annual growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0,1996,07,Canada
2618,1996-07,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI),Percent,0.0,1996,07,Canada
2619,1996-07,Canada,Contribution of indirect taxes to monthly growth rate of the Consumer Price Index (CPI) excluding food and energy,Percent,0.0,1996,07,Canada
2620,1996-08,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 2002=100",91.1,1996,08,Canada
2621,1996-08,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 2002=100",91.0,1996,08,Canada
2622,1996-08,Canada,Consumer Price Index (CPI) inversely weighted by volatility and is adjusted to exclude the effect of changes in indirect taxes (CPIW) (year-over-year percent change),Percent,1.4,1996,08,Canada
2623,1996-08,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 2002=100",89.7,1996,08,Canada
2624,1996-08,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 2002=100",89.6,1996,08,Canada
2625,1996-08,Canada,Consumer Price Index (CPI) excluding the effect of indirect taxes,"Index, 1992=100",107.0,1996,08,Canada
2626,1996-08,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes","Index, 1992=100",107.6,1996,08,Canada
2627,1996-08,Canada,"Consumer Price Index (CPI) excluding the effect of indirect taxes, seasonally adjusted","Index, 1992=100",107.0,1996,08,Canada
2628,1996-08,Canada,"Consumer Price Index (CPI) excluding food, energy and the effect of indirect taxes, seasonally adjusted","Index, 1992=100",107.5,1996,08,Canada
